158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
165,Thành phố Sông Công,19,Tỉnh Thái Nguyên
167,Huyện Định Hóa,19,Tỉnh Thái Nguyên
168,Huyện Phú Lương,19,Tỉnh Thái Nguyên
169,Huyện Đồng Hỷ,19,Tỉnh Thái Nguyên
170,Huyện Võ Nhai,19,Tỉnh Thái Nguyên
171,Huyện Đại Từ,19,Tỉnh Thái Nguyên
172,Thị xã Phổ Yên,19,Tỉnh Thái Nguyên
173,Huyện Phú Bình,19,Tỉnh Thái Nguyên
178,Thành phố Lạng Sơn,20,Tỉnh Lạng Sơn
180,Huyện Tràng Định,20,Tỉnh Lạng Sơn
181,Huyện Bình Gia,20,Tỉnh Lạng Sơn
182,Huyện Văn Lãng,20,Tỉnh Lạng Sơn
183,Huyện Cao Lộc,20,Tỉnh Lạng Sơn
184,Huyện Văn Quan,20,Tỉnh Lạng Sơn
185,Huyện Bắc Sơn,20,Tỉnh Lạng Sơn
186,Huyện Hữu Lũng,20,Tỉnh Lạng Sơn
187,Huyện Chi Lăng,20,Tỉnh Lạng Sơn
188,Huyện Lộc Bình,20,Tỉnh Lạng Sơn
189,Huyện Đình Lập,20,Tỉnh Lạng Sơn
193,Thành phố Hạ Long,22,Tỉnh Quảng Ninh
194,Thành phố Móng Cái,22,Tỉnh Quảng Ninh
195,Thành phố Cẩm Phả,22,Tỉnh Quảng Ninh
196,Thành phố Uông Bí,22,Tỉnh Quảng Ninh
198,Huyện Bình Liêu,22,Tỉnh Quảng Ninh
199,Huyện Tiên Yên,22,Tỉnh Quảng Ninh
200,Huyện Đầm Hà,22,Tỉnh Quảng Ninh
201,Huyện Hải Hà,22,Tỉnh Quảng Ninh
202,Huyện Ba Chẽ,22,Tỉnh Quảng Ninh
203,Huyện Vân Đồn,22,Tỉnh Quảng Ninh
205,Thị xã Đông Triều,22,Tỉnh Quảng Ninh
206,Thị xã Quảng Yên,22,Tỉnh Quảng Ninh
207,Huyện Cô Tô,22,Tỉnh Quảng Ninh
213,Thành phố Bắc Giang,24,Tỉnh Bắc Giang
215,Huyện Yên Thế,24,Tỉnh Bắc Giang
216,Huyện Tân Yên,24,Tỉnh Bắc Giang
217,Huyện Lạng Giang,24,Tỉnh Bắc Giang
218,Huyện Lục Nam,24,Tỉnh Bắc Giang
219,Huyện Lục Ngạn,24,Tỉnh Bắc Giang
220,Huyện Sơn Động,24,Tỉnh Bắc Giang
221,Huyện Yên Dũng,24,Tỉnh Bắc Giang
222,Huyện Việt Yên,24,Tỉnh Bắc Giang
223,Huyện Hiệp Hòa,24,Tỉnh Bắc Giang
227,Thành phố Việt Trì,25,Tỉnh Phú Thọ
228,Thị xã Phú Thọ,25,Tỉnh Phú Thọ
230,Huyện Đoan Hùng,25,Tỉnh Phú Thọ
231,Huyện Hạ Hoà,25,Tỉnh Phú Thọ
232,Huyện Thanh Ba,25,Tỉnh Phú Thọ
233,Huyện Phù Ninh,25,Tỉnh Phú Thọ
234,Huyện Yên Lập,25,Tỉnh Phú Thọ
235,Huyện Cẩm Khê,25,Tỉnh Phú Thọ
236,Huyện Tam Nông,25,Tỉnh Phú Thọ
237,Huyện Lâm Thao,25,Tỉnh Phú Thọ
238,Huyện Thanh Sơn,25,Tỉnh Phú Thọ
239,Huyện Thanh Thuỷ,25,Tỉnh Phú Thọ
240,Huyện Tân Sơn,25,Tỉnh Phú Thọ
243,Thành phố Vĩnh Yên,26,Tỉnh Vĩnh Phúc
244,Thành phố Phúc Yên,26,Tỉnh Vĩnh Phúc
246,Huyện Lập Thạch,26,Tỉnh Vĩnh Phúc
247,Huyện Tam Dương,26,Tỉnh Vĩnh Phúc
248,Huyện Tam Đảo,26,Tỉnh Vĩnh Phúc
249,Huyện Bình Xuyên,26,Tỉnh Vĩnh Phúc
251,Huyện Yên Lạc,26,Tỉnh Vĩnh Phúc
252,Huyện Vĩnh Tường,26,Tỉnh Vĩnh Phúc
253,Huyện Sông Lô,26,Tỉnh Vĩnh Phúc
256,Thành phố Bắc Ninh,27,Tỉnh Bắc Ninh
258,Huyện Yên Phong,27,Tỉnh Bắc Ninh
259,Huyện Quế Võ,27,Tỉnh Bắc Ninh
260,Huyện Tiên Du,27,Tỉnh Bắc Ninh
261,Thị xã Từ Sơn,27,Tỉnh Bắc Ninh
262,Huyện Thuận Thành,27,Tỉnh Bắc Ninh
263,Huyện Gia Bình,27,Tỉnh Bắc Ninh
264,Huyện Lương Tài,27,Tỉnh Bắc Ninh
288,Thành phố Hải Dương,30,Tỉnh Hải Dương
290,Thành phố Chí Linh,30,Tỉnh Hải Dương
291,Huyện Nam Sách,30,Tỉnh Hải Dương
292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
293,Huyện Kim Thành,30,Tỉnh Hải Dương
294,Huyện Thanh Hà,30,Tỉnh Hải Dương
295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
296,Huyện Bình Giang,30,Tỉnh Hải Dương
297,Huyện Gia Lộc,30,Tỉnh Hải Dương
298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
299,Huyện Ninh Giang,30,Tỉnh Hải Dương
300,Huyện Thanh Miện,30,Tỉnh Hải Dương
303,Quận Hồng Bàng,31,Thành phố Hải Phòng
304,Quận Ngô Quyền,31,Thành phố Hải Phòng
305,Quận Lê Chân,31,Thành phố Hải Phòng
306,Quận Hải An,31,Thành phố Hải Phòng
307,Quận Kiến An,31,Thành phố Hải Phòng
308,Quận Đồ Sơn,31,Thành phố Hải Phòng
309,Quận Dương Kinh,31,Thành phố Hải Phòng
311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
312,Huyện An Dương,31,Thành phố Hải Phòng
313,Huyện An Lão,31,Thành phố Hải Phòng
314,Huyện Kiến Thuỵ,31,Thành phố Hải Phòng
315,Huyện Tiên Lãng,31,Thành phố Hải Phòng
316,Huyện Vĩnh Bảo,31,Thành phố Hải Phòng
317,Huyện Cát Hải,31,Thành phố Hải Phòng
318,Huyện Bạch Long Vĩ,31,Thành phố Hải Phòng
323,Thành phố Hưng Yên,33,Tỉnh Hưng Yên
325,Huyện Văn Lâm,33,Tỉnh Hưng Yên
326,Huyện Văn Giang,33,Tỉnh Hưng Yên
327,Huyện Yên Mỹ,33,Tỉnh Hưng Yên
328,Thị xã Mỹ Hào,33,Tỉnh Hưng Yên
329,Huyện Ân Thi,33,Tỉnh Hưng Yên
330,Huyện Khoái Châu,33,Tỉnh Hưng Yên
331,Huyện Kim Động,33,Tỉnh Hưng Yên
332,Huyện Tiên Lữ,33,Tỉnh Hưng Yên
333,Huyện Phù Cừ,33,Tỉnh Hưng Yên
336,Thành phố Thái Bình,34,Tỉnh Thái Bình
338,Huyện Quỳnh Phụ,34,Tỉnh Thái Bình
339,Huyện Hưng Hà,34,Tỉnh Thái Bình
340,Huyện Đông Hưng,34,Tỉnh Thái Bình
341,Huyện Thái Thụy,34,Tỉnh Thái Bình
342,Huyện Tiền Hải,34,Tỉnh Thái Bình
343,Huyện Kiến Xương,34,Tỉnh Thái Bình
344,Huyện Vũ Thư,34,Tỉnh Thái Bình
347,Thành phố Phủ Lý,35,Tỉnh Hà Nam
349,Thị xã Duy Tiên,35,Tỉnh Hà Nam
350,Huyện Kim Bảng,35,Tỉnh Hà Nam
351,Huyện Thanh Liêm,35,Tỉnh Hà Nam
352,Huyện Bình Lục,35,Tỉnh Hà Nam
353,Huyện Lý Nhân,35,Tỉnh Hà Nam
356,Thành phố Nam Định,36,Tỉnh Nam Định
358,Huyện Mỹ Lộc,36,Tỉnh Nam Định
359,Huyện Vụ Bản,36,Tỉnh Nam Định
360,Huyện Ý Yên,36,Tỉnh Nam Định
361,Huyện Nghĩa Hưng,36,Tỉnh Nam Định
362,Huyện Nam Trực,36,Tỉnh Nam Định
363,Huyện Trực Ninh,36,Tỉnh Nam Định
364,Huyện Xuân Trường,36,Tỉnh Nam Định
365,Huyện Giao Thủy,36,Tỉnh Nam Định
366,Huyện Hải Hậu,36,Tỉnh Nam Định
369,Thành phố Ninh Bình,37,Tỉnh Ninh Bình
370,Thành phố Tam Điệp,37,Tỉnh Ninh Bình
372,Huyện Nho Quan,37,Tỉnh Ninh Bình
373,Huyện Gia Viễn,37,Tỉnh Ninh Bình
374,Huyện Hoa Lư,37,Tỉnh Ninh Bình
375,Huyện Yên Khánh,37,Tỉnh Ninh Bình
376,Huyện Kim Sơn,37,Tỉnh Ninh Bình
377,Huyện Yên Mô,37,Tỉnh Ninh Bình
380,Thành phố Thanh Hóa,38,Tỉnh Thanh Hóa
381,Thị xã Bỉm Sơn,38,Tỉnh Thanh Hóa
382,Thành phố Sầm Sơn,38,Tỉnh Thanh Hóa
384,Huyện Mường Lát,38,Tỉnh Thanh Hóa
385,Huyện Quan Hóa,38,Tỉnh Thanh Hóa
386,Huyện Bá Thước,38,Tỉnh Thanh Hóa
387,Huyện Quan Sơn,38,Tỉnh Thanh Hóa
388,Huyện Lang Chánh,38,Tỉnh Thanh Hóa
389,Huyện Ngọc Lặc,38,Tỉnh Thanh Hóa
390,Huyện Cẩm Thủy,38,Tỉnh Thanh Hóa
391,Huyện Thạch Thành,38,Tỉnh Thanh Hóa
392,Huyện Hà Trung,38,Tỉnh Thanh Hóa
393,Huyện Vĩnh Lộc,38,Tỉnh Thanh Hóa
394,Huyện Yên Định,38,Tỉnh Thanh Hóa
395,Huyện Thọ Xuân,38,Tỉnh Thanh Hóa
396,Huyện Thường Xuân,38,Tỉnh Thanh Hóa
397,Huyện Triệu Sơn,38,Tỉnh Thanh Hóa
398,Huyện Thiệu Hóa,38,Tỉnh Thanh Hóa
399,Huyện Hoằng Hóa,38,Tỉnh Thanh Hóa
400,Huyện Hậu Lộc,38,Tỉnh Thanh Hóa
401,Huyện Nga Sơn,38,Tỉnh Thanh Hóa
402,Huyện Như Xuân,38,Tỉnh Thanh Hóa
403,Huyện Như Thanh,38,Tỉnh Thanh Hóa
404,Huyện Nông Cống,38,Tỉnh Thanh Hóa
405,Huyện Đông Sơn,38,Tỉnh Thanh Hóa
406,Huyện Quảng Xương,38,Tỉnh Thanh Hóa
407,Thị xã Nghi Sơn,38,Tỉnh Thanh Hóa
412,Thành phố Vinh,40,Tỉnh Nghệ An
413,Thị xã Cửa Lò,40,Tỉnh Nghệ An
414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
415,Huyện Quế Phong,40,Tỉnh Nghệ An
416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
418,Huyện Tương Dương,40,Tỉnh Nghệ An
419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
422,Huyện Con Cuông,40,Tỉnh Nghệ An
423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
424,Huyện Anh Sơn,40,Tỉnh Nghệ An
425,Huyện Diễn Châu,40,Tỉnh Nghệ An
426,Huyện Yên Thành,40,Tỉnh Nghệ An
427,Huyện Đô Lương,40,Tỉnh Nghệ An
428,Huyện Thanh Chương,40,Tỉnh Nghệ An
429,Huyện Nghi Lộc,40,Tỉnh Nghệ An
430,Huyện Nam Đàn,40,Tỉnh Nghệ An
431,Huyện Hưng Nguyên,40,Tỉnh Nghệ An
432,Thị xã Hoàng Mai,40,Tỉnh Nghệ An
436,Thành phố Hà Tĩnh,42,Tỉnh Hà Tĩnh
437,Thị xã Hồng Lĩnh,42,Tỉnh Hà Tĩnh
439,Huyện Hương Sơn,42,Tỉnh Hà Tĩnh
440,Huyện Đức Thọ,42,Tỉnh Hà Tĩnh
441,Huyện Vũ Quang,42,Tỉnh Hà Tĩnh
442,Huyện Nghi Xuân,42,Tỉnh Hà Tĩnh
443,Huyện Can Lộc,42,Tỉnh Hà Tĩnh
444,Huyện Hương Khê,42,Tỉnh Hà Tĩnh
445,Huyện Thạch Hà,42,Tỉnh Hà Tĩnh
446,Huyện Cẩm Xuyên,42,Tỉnh Hà Tĩnh
447,Huyện Kỳ Anh,42,Tỉnh Hà Tĩnh
448,Huyện Lộc Hà,42,Tỉnh Hà Tĩnh
449,Thị xã Kỳ Anh,42,Tỉnh Hà Tĩnh
450,Thành Phố Đồng Hới,44,Tỉnh Quảng Bình
452,Huyện Minh Hóa,44,Tỉnh Quảng Bình
453,Huyện Tuyên Hóa,44,Tỉnh Quảng Bình
454,Huyện Quảng Trạch,44,Tỉnh Quảng Bình
455,Huyện Bố Trạch,44,Tỉnh Quảng Bình
456,Huyện Quảng Ninh,44,Tỉnh Quảng Bình
457,Huyện Lệ Thủy,44,Tỉnh Quảng Bình
458,Thị xã Ba Đồn,44,Tỉnh Quảng Bình
461,Thành phố Đông Hà,45,Tỉnh Quảng Trị
462,Thị xã Quảng Trị,45,Tỉnh Quảng Trị
464,Huyện Vĩnh Linh,45,Tỉnh Quảng Trị
465,Huyện Hướng Hóa,45,Tỉnh Quảng Trị
466,Huyện Gio Linh,45,Tỉnh Quảng Trị
467,Huyện Đa Krông,45,Tỉnh Quảng Trị
468,Huyện Cam Lộ,45,Tỉnh Quảng Trị
469,Huyện Triệu Phong,45,Tỉnh Quảng Trị
470,Huyện Hải Lăng,45,Tỉnh Quảng Trị
471,Huyện Cồn Cỏ,45,Tỉnh Quảng Trị
474,Thành phố Huế,46,Tỉnh Thừa Thiên Huế
476,Huyện Phong Điền,46,Tỉnh Thừa Thiên Huế
477,Huyện Quảng Điền,46,Tỉnh Thừa Thiên Huế
478,Huyện Phú Vang,46,Tỉnh Thừa Thiên Huế
479,Thị xã Hương Thủy,46,Tỉnh Thừa Thiên Huế
480,Thị xã Hương Trà,46,Tỉnh Thừa Thiên Huế
481,Huyện A Lưới,46,Tỉnh Thừa Thiên Huế
482,Huyện Phú Lộc,46,Tỉnh Thừa Thiên Huế
483,Huyện Nam Đông,46,Tỉnh Thừa Thiên Huế
490,Quận Liên Chiểu,48,Thành phố Đà Nẵng
491,Quận Thanh Khê,48,Thành phố Đà Nẵng
492,Quận Hải Châu,48,Thành phố Đà Nẵng
493,Quận Sơn Trà,48,Thành phố Đà Nẵng
494,Quận Ngũ Hành Sơn,48,Thành phố Đà Nẵng
495,Quận Cẩm Lệ,48,Thành phố Đà Nẵng
497,Huyện Hòa Vang,48,Thành phố Đà Nẵng
498,Huyện Hoàng Sa,48,Thành phố Đà Nẵng
502,Thành phố Tam Kỳ,49,Tỉnh Quảng Nam
503,Thành phố Hội An,49,Tỉnh Quảng Nam
504,Huyện Tây Giang,49,Tỉnh Quảng Nam
505,Huyện Đông Giang,49,Tỉnh Quảng Nam
506,Huyện Đại Lộc,49,Tỉnh Quảng Nam
507,Thị xã Điện Bàn,49,Tỉnh Quảng Nam
508,Huyện Duy Xuyên,49,Tỉnh Quảng Nam
509,Huyện Quế Sơn,49,Tỉnh Quảng Nam
510,Huyện Nam Giang,49,Tỉnh Quảng Nam
511,Huyện Phước Sơn,49,Tỉnh Quảng Nam
512,Huyện Hiệp Đức,49,Tỉnh Quảng Nam
513,Huyện Thăng Bình,49,Tỉnh Quảng Nam
514,Huyện Tiên Phước,49,Tỉnh Quảng Nam
515,Huyện Bắc Trà My,49,Tỉnh Quảng Nam
516,Huyện Nam Trà My,49,Tỉnh Quảng Nam
517,Huyện Núi Thành,49,Tỉnh Quảng Nam
518,Huyện Phú Ninh,49,Tỉnh Quảng Nam
519,Huyện Nông Sơn,49,Tỉnh Quảng Nam
522,Thành phố Quảng Ngãi,51,Tỉnh Quảng Ngãi
524,Huyện Bình Sơn,51,Tỉnh Quảng Ngãi
525,Huyện Trà Bồng,51,Tỉnh Quảng Ngãi
527,Huyện Sơn Tịnh,51,Tỉnh Quảng Ngãi
528,Huyện Tư Nghĩa,51,Tỉnh Quảng Ngãi
529,Huyện Sơn Hà,51,Tỉnh Quảng Ngãi
530,Huyện Sơn Tây,51,Tỉnh Quảng Ngãi
531,Huyện Minh Long,51,Tỉnh Quảng Ngãi
532,Huyện Nghĩa Hành,51,Tỉnh Quảng Ngãi
533,Huyện Mộ Đức,51,Tỉnh Quảng Ngãi
534,Thị xã Đức Phổ,51,Tỉnh Quảng Ngãi
535,Huyện Ba Tơ,51,Tỉnh Quảng Ngãi
536,Huyện Lý Sơn,51,Tỉnh Quảng Ngãi
540,Thành phố Quy Nhơn,52,Tỉnh Bình Định
542,Huyện An Lão,52,Tỉnh Bình Định
543,Thị xã Hoài Nhơn,52,Tỉnh Bình Định
544,Huyện Hoài Ân,52,Tỉnh Bình Định
545,Huyện Phù Mỹ,52,Tỉnh Bình Định
546,Huyện Vĩnh Thạnh,52,Tỉnh Bình Định
547,Huyện Tây Sơn,52,Tỉnh Bình Định
548,Huyện Phù Cát,52,Tỉnh Bình Định
549,Thị xã An Nhơn,52,Tỉnh Bình Định
550,Huyện Tuy Phước,52,Tỉnh Bình Định
551,Huyện Vân Canh,52,Tỉnh Bình Định
555,Thành phố Tuy Hoà,54,Tỉnh Phú Yên
557,Thị xã Sông Cầu,54,Tỉnh Phú Yên
558,Huyện Đồng Xuân,54,Tỉnh Phú Yên
559,Huyện Tuy An,54,Tỉnh Phú Yên
560,Huyện Sơn Hòa,54,Tỉnh Phú Yên
561,Huyện Sông Hinh,54,Tỉnh Phú Yên
562,Huyện Tây Hoà,54,Tỉnh Phú Yên
563,Huyện Phú Hoà,54,Tỉnh Phú Yên
564,Thị xã Đông Hòa,54,Tỉnh Phú Yên
568,Thành phố Nha Trang,56,Tỉnh Khánh Hòa
569,Thành phố Cam Ranh,56,Tỉnh Khánh Hòa
570,Huyện Cam Lâm,56,Tỉnh Khánh Hòa
571,Huyện Vạn Ninh,56,Tỉnh Khánh Hòa
572,Thị xã Ninh Hòa,56,Tỉnh Khánh Hòa
573,Huyện Khánh Vĩnh,56,Tỉnh Khánh Hòa
574,Huyện Diên Khánh,56,Tỉnh Khánh Hòa
575,Huyện Khánh Sơn,56,Tỉnh Khánh Hòa
576,Huyện Trường Sa,56,Tỉnh Khánh Hòa
582,Thành phố Phan Rang-Tháp Chàm,58,Tỉnh Ninh Thuận
584,Huyện Bác Ái,58,Tỉnh Ninh Thuận
585,Huyện Ninh Sơn,58,Tỉnh Ninh Thuận
586,Huyện Ninh Hải,58,Tỉnh Ninh Thuận
587,Huyện Ninh Phước,58,Tỉnh Ninh Thuận
588,Huyện Thuận Bắc,58,Tỉnh Ninh Thuận
589,Huyện Thuận Nam,58,Tỉnh Ninh Thuận
593,Thành phố Phan Thiết,60,Tỉnh Bình Thuận
594,Thị xã La Gi,60,Tỉnh Bình Thuận
595,Huyện Tuy Phong,60,Tỉnh Bình Thuận
596,Huyện Bắc Bình,60,Tỉnh Bình Thuận
597,Huyện Hàm Thuận Bắc,60,Tỉnh Bình Thuận
598,Huyện Hàm Thuận Nam,60,Tỉnh Bình Thuận
599,Huyện Tánh Linh,60,Tỉnh Bình Thuận
600,Huyện Đức Linh,60,Tỉnh Bình Thuận
601,Huyện Hàm Tân,60,Tỉnh Bình Thuận
602,Huyện Phú Quí,60,Tỉnh Bình Thuận
608,Thành phố Kon Tum,62,Tỉnh Kon Tum
610,Huyện Đắk Glei,62,Tỉnh Kon Tum
611,Huyện Ngọc Hồi,62,Tỉnh Kon Tum
612,Huyện Đắk Tô,62,Tỉnh Kon Tum
613,Huyện Kon Plông,62,Tỉnh Kon Tum
614,Huyện Kon Rẫy,62,Tỉnh Kon Tum
615,Huyện Đắk Hà,62,Tỉnh Kon Tum
616,Huyện Sa Thầy,62,Tỉnh Kon Tum
617,Huyện Tu Mơ Rông,62,Tỉnh Kon Tum
618,Huyện Ia H' Drai,62,Tỉnh Kon Tum
622,Thành phố Pleiku,64,Tỉnh Gia Lai
623,Thị xã An Khê,64,Tỉnh Gia Lai
624,Thị xã Ayun Pa,64,Tỉnh Gia Lai
625,Huyện KBang,64,Tỉnh Gia Lai
626,Huyện Đăk Đoa,64,Tỉnh Gia Lai
627,Huyện Chư Păh,64,Tỉnh Gia Lai
628,Huyện Ia Grai,64,Tỉnh Gia Lai
629,Huyện Mang Yang,64,Tỉnh Gia Lai
630,Huyện Kông Chro,64,Tỉnh Gia Lai
631,Huyện Đức Cơ,64,Tỉnh Gia Lai
632,Huyện Chư Prông,64,Tỉnh Gia Lai
633,Huyện Chư Sê,64,Tỉnh Gia Lai
634,Huyện Đăk Pơ,64,Tỉnh Gia Lai
635,Huyện Ia Pa,64,Tỉnh Gia Lai
637,Huyện Krông Pa,64,Tỉnh Gia Lai
